packet_size,flow_duration,request_frequency,token_entropy,geo_velocity,trust_score,label
511.0,0.4229966939914967,7,7.291809785209351,0.0398114074222057,69.0,0
1518.4224306791848,0.7748843905716126,4,7.472941364163565,6.000541201822188,85.0,1
513.0,1.8000625440718887,5,7.454978167689933,26.58778775504971,100.0,1
486.0,0.3039064695645869,5,7.344576588246434,1.6092907555251048,100.0,0
395.0,3.411353689727129,4,7.709075472062385,13.31506225681864,97.0,0
676.0,2.0337931228465003,3,7.307959308685508,2.483939797906693,75.0,0
581.0,0.2342604154303995,9,7.406312429201095,2.534985414864863,96.0,0
523.0,0.0860427468585887,5,7.446447970228883,7.371053236943296,80.0,0
659.0,0.8557764249819935,7,7.585618253302753,14.253987801429629,63.0,0
580.0,1.410857587295267,4,7.762694506967533,7.159855882247363,95.8158988071827,1
419.0,0.3390309918302312,8,7.319877669229161,5.316953314320319,82.0,0
730.0,0.1051801899801266,6,7.473879139557445,12.324374589851695,76.0,0
412.0,1.3413051545291363,34,7.529702442341276,32.80758135783703,100.0,1
1521.7659089788804,0.6692979161217919,4,7.575704578909617,6.760608805189927,77.0,1
675.0,3.033571898166141,5,7.466962509993789,5.660406974394146,69.0,0
378.0,0.5282802537708249,5,7.1025347556829885,34.23847074508273,72.0,0
392.0,1.280121413017985,3,6.973658201225547,3.2467780035669773,84.0,0
613.0,2.0110887653514893,5,7.563209096725464,15.86723070389667,76.0,0
454.0,5.76574893619871,8,7.810726285798442,4.519738796535476,80.0,0
562.0,0.9828505363964052,9,7.481152447751589,0.0344337728703863,94.0,0
672.0,1.522530128885188,5,7.445956896612688,0.8828962579727845,81.0,0
412.0,0.3472569765236425,4,6.932079918396971,4.969948510147778,78.0,0
449.0,1.3753306405646075,4,7.516195601486944,3.253831146314552,93.0,0
541.0,2.06084406092841,5,7.2221239311660925,11.173053051594792,78.0,0
233.0,2.956117443903016,4,7.431495659333914,8.342404498780908,81.0,0
1342.0663513214922,4.469585271192642,3,7.559536000527459,17.284654746065012,85.0,1
464.0,0.1056239127011765,5,7.872532686209245,2.116668709487884,100.0,0
215.0,0.75629613232885,4,7.4309555573279455,0.5081317391911497,83.8158988071827,1
298.0,0.9826201663076644,5,7.443538489501456,1.5279474630050605,96.0,0
626.0,0.7801086837964432,4,7.047684104695272,25.31755165961725,83.0,0
555.0,0.736138485394652,38,7.539810699020917,2.4017883001559075,75.0,1
512.0,1.0326340795643854,4,7.849362794101641,11.651689448272355,72.0,0
1353.2500598328056,6.98863232913293,4,7.541888961417782,4.65623549239086,84.0,1
272.0,1.9686725336207,1,7.455796041367014,9.323004853111708,86.0,0
381.0,0.3772256260445659,26,7.483622290891961,2.020720534961733,71.0,1
443.0,2.822847515659167,2,7.449800729944959,4.233251006745024,76.0,0
445.0,3.6208494837635534,8,7.707202875690186,9.38336336701876,88.0,0
321.0,0.2009503521190175,1,7.568822909172589,3.353754906550535,66.0,0
481.0,0.9047242360205962,6,7.69570362322326,20.50523780867692,92.0,0
509.0,0.0066622890879033,4,7.478388412441988,0.8958586322701395,89.0,0
398.0,0.5820168096448848,4,7.158165792330173,18.3251401301466,100.0,1
501.0,2.7748842431358867,29,7.536006159927332,11.332910200286417,80.0,1
524.0,0.7240618762392623,5,7.362414427880705,36.29192401281322,80.0,0
448.0,2.1426868662519247,10,7.688112245751157,4.92675194894556,92.0,0
552.0,1.2520930604124454,22,7.555261616739907,5.479792876427566,88.0,1
