packet_size,flow_duration,request_frequency,token_entropy,geo_velocity,trust_score,label
417,2.158366747341456,3,7.452021438703582,8.51137700297365,85,0
548,1.2403468918865301,5,7.559929536819403,4.125901994581022,80,0
400,2.494585607670106,6,7.633441400557267,3.0701267059993738,82,0
467,2.150849788455031,6,7.938849370002576,5.065521193133053,69,0
481,5.790611282420432,5,7.469120882291073,15.58121938097344,77,0
701,3.574515359822444,4,7.499571676657188,8.771366639426434,81,0
514,0.21387970694407432,9,7.043211947299112,0.4348295975061783,71,0
564,0.9589593947284812,6,7.56469034872665,15.336894269540256,96,0
731,2.2628099836047304,3,7.458106392503959,2.120685706168037,64,0
635,1.5525325298136863,6,7.475386560924367,6.709972643356795,86,0
127,1.3718049121245501,3,7.895717255221839,2.9304259291675927,96,0
430,0.45465607505599615,5,7.644373564760922,14.469828635407955,68,0
327,1.78478236684652,5,7.44060080765354,31.165168614582157,75,0
548,0.5334119119597951,8,7.690962378757692,23.96251260737347,87,0
588,2.0544051745311083,8,7.883875486754812,9.020102198330543,92,0
346,1.9171200853449122,5,7.587672881910004,14.045256579840961,80,0
807,1.0897817721500402,8,7.138647926434163,2.151258308486704,66,0
204,1.3866258534262672,4,7.336749960068044,43.98528702011836,100,0
507,2.6884399363609925,10,7.4100868825879225,26.895315365353053,80,0
662,0.600308904997482,5,7.416869275091694,6.26187166443874,88,0
556,1.8224815396273875,2,7.586678457291528,10.875360440869233,85,0
565,4.408334350152652,6,7.5504348542277855,11.353535159456579,62,0
526,1.3206617339344273,8,6.969328273591527,8.964469000864225,79,0
486,2.254154841278024,6,7.505694422586715,2.631117786191725,81,0
543,1.7469249737797667,3,7.669572987711635,19.476446380473906,95,0
383,3.311731525499676,2,7.548002441221799,0.779350662911355,81,0
395,2.0202565799374175,4,7.647862827356326,2.1784394189222867,79,0
376,0.1628959948929354,5,7.810760515861883,4.105889741136497,84,0
175,0.09766765744980567,7,7.82104875200924,15.657423432528159,83,0
359,0.04399167500362608,7,7.228048248445278,2.4038624659992194,72,0
465,4.414536051860183,5,7.315190863725518,33.597638929352385,79,0
691,2.518053700167244,4,7.487634899725395,19.888749003377967,77,0
229,0.4790943193624091,6,7.174786489885028,26.046271075425462,75,0
404,3.007125206647588,1,7.346513384888996,5.069249274066876,72,0
348,1.6747781107959672,11,7.460982104047026,4.2306720619716645,81,0
265,3.2228005576036574,3,7.345604200457585,4.784902532692421,69,0
657,0.07083790959623326,6,7.285559088867869,27.257500326570643,88,0
806,3.366127484875769,4,7.3108425648953625,11.369578517837702,80,0
556,2.6768079421617963,7,7.578224300043431,2.220111334882408,98,0
561,0.5306531448088614,1,7.8138033994688385,2.531973197855091,77,0
415,2.697196118225865,8,7.555493416360837,0.24134263033378842,75,0
757,0.3716700112868895,8,7.628960797792615,18.91945909932041,79,0
515,4.495558381088082,5,7.591123150927394,0.5298423362709332,100,0
713,1.2405230944672583,2,7.797507371212655,10.665857893597169,74,0
608,1.5049930919820111,3,7.513071573017059,3.3653230688269358,91,0
735,0.07158644380153276,4,7.533217594338471,3.592642944412523,77,0
739,2.491806878987131,7,7.465276849367674,17.457958967648807,82,0
339,4.664923251661506,9,7.163192698561867,4.860210841393377,90,0
543,0.2080188228223119,3,7.622193530294022,7.3596126462578715,86,0
574,3.28029500521693,4,7.417892449962837,4.750704793054135,80,0
597,1.1858976652579014,8,7.605769999914029,0.21050823646289724,80,0
710,0.5425924338058509,4,7.567355050588766,3.1952631871549713,79,0
700,5.247032001777183,2,7.522119247214993,3.9386662038744946,79,0
542,0.3252186255322207,1,7.157875940434652,6.278513540207062,74,0
501,0.8187546767959742,3,7.606791427761468,9.496045518698773,71,0
213,0.013425002836830398,8,7.763930737525877,1.6194428333425677,84,0
531,1.6936198308375172,7,7.4605652784825836,7.8080350986979585,84,0
637,0.7615769980945074,3,7.279182397690658,2.2829644567212295,70,0
583,4.829150817771645,4,7.78296931271321,9.800767979480444,71,0
512,0.24482912641089644,2,7.57841125756042,15.440314992492342,86,0
630,0.324971741654859,3,7.681353793754812,8.882125751825315,69,0
525,2.4488953291018136,4,7.72198450646182,11.880826121986152,86,0
242,0.30331828855870807,2,7.613963118228495,6.771287723553591,88,0
513,5.362995406242658,7,7.4217873681872835,2.8434760910590677,70,0
462,11.356237870631318,5,7.392259599982779,11.551552298601413,79,0
826,2.4568576514908353,11,7.8691202346553055,17.045786145950693,89,0
458,12.391594158084075,5,7.40316094858179,9.598722795889904,73,0
401,1.473032004770118,6,7.632765916952764,3.6601189523174886,74,0
411,1.0960432802276925,3,7.793503808260317,9.524895788054058,89,0
343,3.2263195953202772,8,7.7826456594628235,45.52391683664525,75,0
240,1.005770626846781,6,7.193004726505992,27.772810507982292,79,0
391,5.217032746499509,2,7.370754045295647,10.51582704687333,68,0
573,0.6333944874007829,4,7.569631813928935,2.32462633971882,80,0
587,2.2040484044955027,4,7.715995844555628,7.861437945882798,87,0
555,0.6674530276820327,3,7.581311976534373,1.3409594028613254,72,0
761,0.9696716526337722,1,7.3517254222615165,10.848877779599198,80,0
661,0.4950613316319142,3,7.778174867039364,4.897031394605967,54,0
593,2.794780909454339,5,7.504354916875839,3.829295404790049,63,0
574,0.06406329815434281,10,7.503368098902845,14.045466357911058,90,0
501,0.0427073697374776,9,7.333685075940037,1.261764779977474,69,0
485,0.21214900226771555,4,7.437082929065135,33.74252788821623,77,0
903,1.752913408250209,4,7.71453876040563,14.879568152240257,87,0
145,1.7436326481013713,2,7.685559667555662,0.33359648853552004,84,0
679,2.278544591873774,2,7.555297892186973,11.836007150694739,81,0
569,1.9578305700161114,6,7.498638480884988,7.468182866694355,88,0
503,1.7747584795758966,4,7.708744582785422,24.466787978093798,86,0
641,0.8557796464999927,3,7.744176716758359,2.237422599367193,86,0
520,0.27791243886940503,5,7.454730218178881,4.464470136167955,70,0
549,1.5207248525172414,5,7.332106378722608,9.508478445436863,70,0
631,3.6630949414220435,11,7.384029552159126,2.123852402197311,100,0
390,1.4798847749233257,3,7.482950121932597,6.526505964532602,81,0
410,1.0191306487284861,5,7.713359591227903,10.377508715300461,46,0
398,0.9725144431796194,11,7.909948740758573,0.2153486313439944,64,0
395,1.5308010796426312,7,7.207030059160799,3.287665367501949,76,0
362,4.1024073202859945,3,7.5792236488667974,34.456320148618794,81,0
457,0.7113645302776951,6,7.567004900003014,15.891424389880708,61,0
503,1.4110698267516888,1,7.169992177828538,3.7041578364894683,74,0
606,0.8231556816919547,9,7.59999126459493,0.17644095899483248,72,0
371,2.4386609824381034,10,7.838971662616416,44.20551676124822,75,0
283,5.829971327519027,6,7.472050953098861,0.981341451721124,71,0
353,0.10823528579066032,5,7.349842487813211,7.6315552808858875,84,0
710,0.0523599720393452,3,7.288869871534497,6.625148681359145,74,0
467,7.090924323354198,5,7.029155748281915,7.881775341700429,71,0
358,0.16715017512078972,3,7.59389191199136,3.7657572298225728,85,0
655,0.3703068279488008,3,7.80612727379495,3.769847763515646,83,0
514,1.2317942716616803,3,7.503933528093072,5.962249481823482,97,0
541,1.6237455388685595,6,7.011874558239434,18.004600456511398,85,0
518,2.5346468380471885,9,7.674724190281477,16.105200531735694,71,0
612,3.267544973617009,6,7.281337890201636,8.855166170687431,97,0
404,0.7867568197901507,5,7.681149475310314,23.597758007342865,58,0
523,7.036101610030328,3,7.524189733219584,30.8461000046063,79,0
411,1.6489323241777565,6,7.793426769603852,9.360203040686777,77,0
537,0.8067873619027085,7,7.306153836284038,5.427964432971288,71,0
359,1.5452273626103756,12,7.182509684036629,7.922695017011131,91,0
489,1.1842198131373916,4,7.435916181721651,0.6362591869824906,63,0
663,0.02076402696381359,4,7.364700819640494,1.8788429531420994,75,0
513,7.114123377133346,6,7.784985792039825,2.0167955399686366,71,0
470,5.520597512622609,6,7.573531750463363,1.2212394185746647,87,0
409,0.19265122810164462,3,7.001888912415554,2.681441071761464,86,0
402,2.908976470550759,9,7.512347999138358,6.306563542801905,90,0
468,0.9227670505385234,5,7.51763249455123,4.038833189043207,90,0
710,0.9694659453200382,9,7.741788350196996,7.637722793575685,77,0
787,1.8865347659939837,5,7.638689398476161,0.7586928092825519,78,0
798,0.9785533785712476,8,7.527450826618032,62.80656436928443,73,0
454,1.3440301495453453,6,7.6025675726600825,18.96772515946456,91,0
657,0.9203996755089797,6,7.897864277576419,4.257208226721285,57,0
376,1.052278994075338,2,7.710488259350978,40.12228262737055,85,0
295,0.20591681642331036,5,7.534614730101182,12.69278656909658,75,0
492,4.203944525902469,6,7.737132465738765,4.469318444523729,98,0
308,5.378344231949066,8,7.628391883722264,1.1959341743132241,81,0
824,4.219839944578331,3,7.309833685035026,13.110679226239558,76,0
451,1.5364919240052197,8,7.162165628413422,27.381358950605744,69,0
515,11.129042336273814,11,7.799660696080305,3.241766543704634,81,0
251,1.5706354819503028,5,7.595173013304232,11.921449931045975,83,0
408,0.17442742039751086,5,7.265148922739154,0.8662182271066077,100,0
417,7.315452262263117,5,7.3692087093171965,3.078454920034103,76,0
525,3.445849985515131,7,7.378011150425765,11.744236131498303,74,0
453,1.9996674082744543,4,7.786488768805495,4.403142749351247,87,0
175,0.11969201594260732,2,7.577891980000051,14.914590921455314,77,0
382,0.6076549919928573,5,7.1368588163280124,8.166800589223268,91,0
770,9.069073741149921,7,7.544493805656704,1.2390808388595445,67,0
